fecha,etapa,equipo_izq,goles_izq,equipo_der,goles_der
10-Jun-1970,"1ra Ronda, Grupo 3",Brasil,3,Rumania,2
14-Jun-1970,Cuartos,Brasil,4,Perú,2
17-Jun-1970,Semis,Brasil,3,Uruguay,1
21-Jun-1970,Final,Brasil,4,Italia,1
13-Jun-1974,"1ra Ronda, Grupo 2",Brasil,0,Yugoslavia,0
18-Jun-1974,"1ra Ronda, Grupo 2",Brasil,0,Escocia,0
22-Jun-1974,"1ra Ronda, Grupo 2",Brasil,3,Zaire,0
26-Jun-1974,"2da Ronda, Grupo A",Brasil,1,Alemania Oriental,0
30-Jun-1974,"2da Ronda, Grupo A",Brasil,2,Argentina,1
03-Jul-1974,"2da Ronda, Grupo A",Brasil,0,Holanda,2
06-Jul-1974,3er Puesto,Brasil,0,Polonia,1
03-Jun-1978,"1ra Ronda, Grupo 3",Brasil,1,Suecia,1
07-Jun-1978,"1ra Ronda, Grupo 3",Brasil,0,España,0
11-Jun-1978,"1ra Ronda, Grupo 3",Brasil,1,Austria,0
14-Jun-1978,"2da Ronda, Grupo B",Brasil,3,Perú,0
18-Jun-1978,"2da Ronda, Grupo B",Brasil,0,Argentina,0
21-Jun-1978,"2da Ronda, Grupo B",Brasil,3,Polonia,1
24-Jun-1978,3er Puesto,Brasil,2,Italia,1
14-Jun-1982,"1ra Ronda, Grupo F",Brasil,2,URSS,1
18-Jun-1982,"1ra Ronda, Grupo F",Brasil,4,Escocia,1
23-Jun-1982,"1ra Ronda, Grupo F",Brasil,4,Nueva Zelanda,0
02-Jul-1982,"2da Ronda, Grupo 3",Brasil,3,Argentina,1
05-Jul-1982,"2da Ronda, Grupo 3",Brasil,2,Italia,3
01-Jun-1986,"1ra Ronda, Grupo D",Brasil,1,España,0
06-Jun-1986,"1ra Ronda, Grupo D",Brasil,1,Argelia,0
12-Jun-1986,"1ra Ronda, Grupo D",Brasil,3,Irlanda del Norte,0
16-Jun-1986,Octavos,Brasil,4,Polonia,0
21-Jun-1986,Cuartos,Brasil,1,Francia,1
10-Jun-1990,"1ra Ronda, Grupo C",Brasil,2,Suecia,1
16-Jun-1990,"1ra Ronda, Grupo C",Brasil,1,Costa Rica,0
20-Jun-1990,"1ra Ronda, Grupo C",Brasil,1,Escocia,0
24-Jun-1990,Octavos,Brasil,0,Argentina,1
20-Jun-1994,"1ra Ronda, Grupo B",Brasil,2,Rusia,0
24-Jun-1994,"1ra Ronda, Grupo B",Brasil,3,Camerún,0
28-Jun-1994,"1ra Ronda, Grupo B",Brasil,1,Suecia,1
04-Jul-1994,Octavos,Brasil,1,Estados Unidos,0
09-Jul-1994,Cuartos,Brasil,3,Holanda,2
13-Jul-1994,Semis,Brasil,1,Suecia,0
17-Jul-1994,Final,Brasil,0,Italia,0
10-Jun-1998,"1ra Ronda, Grupo A",Brasil,2,Escocia,1
16-Jun-1998,"1ra Ronda, Grupo A",Brasil,3,Marruecos,0
23-Jun-1998,"1ra Ronda, Grupo A",Brasil,1,Noruega,2
27-Jun-1998,Octavos,Brasil,4,Chile,1
03-Jul-1998,Cuartos,Brasil,3,Dinamarca,2
07-Jul-1998,Semis,Brasil,1,Holanda,1
12-Jul-1998,Final,Brasil,0,Francia,3
03-Jun-2002,"1ra Ronda, Grupo C",Brasil,2,Turquía,1
08-Jun-2002,"1ra Ronda, Grupo C",Brasil,4,China,0
13-Jun-2002,"1ra Ronda, Grupo C",Brasil,5,Costa Rica,2
17-Jun-2002,Octavos,Brasil,2,Bélgica,0
21-Jun-2002,Cuartos,Brasil,2,Inglaterra,1
26-Jun-2002,Semis,Brasil,1,Turquía,0
30-Jun-2002,Final,Brasil,2,Alemania,0
13-Jun-2006,"1ra Ronda, Grupo F",Brasil,1,Croacia,0
18-Jun-2006,"1ra Ronda, Grupo F",Brasil,2,Australia,0
22-Jun-2006,"1ra Ronda, Grupo F",Brasil,4,Japón,1
27-Jun-2006,Octavos,Brasil,3,Ghana,0
01-Jul-2006,Cuartos,Brasil,0,Francia,1
15-Jun-2010,"1ra Ronda, Grupo G",Brasil,2,Corea del Norte,1
20-Jun-2010,"1ra Ronda, Grupo G",Brasil,3,Costa de Marfil,1
25-Jun-2010,"1ra Ronda, Grupo G",Brasil,0,Portugal,0
28-Jun-2010,Octavos,Brasil,3,Chile,0
02-Jul-2010,Cuartos,Brasil,1,Holanda,2
12-Jun-2014,"1ra Ronda, Grupo A",Brasil,3,Croacia,1
17-Jun-2014,"1ra Ronda, Grupo A",Brasil,0,México,0
23-Jun-2014,"1ra Ronda, Grupo A",Brasil,4,Camerún,1
28-Jun-2014,Octavos,Brasil,1,Chile,1
04-Jul-2014,Cuartos,Brasil,2,Colombia,1
08-Jul-2014,Semis,Brasil,1,Alemania,7
12-Jul-2014,3er Puesto,Brasil,0,Holanda,3
17-Jun-2018,"1ra Ronda, Grupo E",Brasil,1,Suiza,1
22-Jun-2018,"1ra Ronda, Grupo E",Brasil,2,Costa Rica,0
27-Jun-2018,"1ra Ronda, Grupo E",Brasil,2,Serbia,0
02-Jul-2018,Octavos,Brasil,2,México,0
06-Jul-2018,Cuartos,Brasil,1,Bélgica,2
24-Nov-2022,"1ra Ronda, Grupo G",Brasil,2,Serbia,0
28-Nov-2022,"1ra Ronda, Grupo G",Brasil,1,Suiza,0
02-Dec-2022,"1ra Ronda, Grupo G",Brasil,0,Camerún,1
05-Dec-2022,Octavos,Brasil,4,Corea del Sur,1
09-Dec-2022,Cuartos,Brasil,1,Croacia,1
30-May-1962,"1ra Ronda, Grupo 4",Bulgaria,0,Argentina,1
03-Jun-1962,"1ra Ronda, Grupo 4",Bulgaria,1,Hungría,6
07-Jun-1962,"1ra Ronda, Grupo 4",Bulgaria,0,Inglaterra,0
12-Jul-1966,"1ra Ronda, Grupo 3",Bulgaria,0,Brasil,2
16-Jul-1966,"1ra Ronda, Grupo 3",Bulgaria,0,Portugal,3
20-Jul-1966,"1ra Ronda, Grupo 3",Bulgaria,1,Hungría,3
02-Jun-1970,"1ra Ronda, Grupo 4",Bulgaria,2,Perú,3
07-Jun-1970,"1ra Ronda, Grupo 4",Bulgaria,2,Alemania Occidental,5
11-Jun-1970,"1ra Ronda, Grupo 4",Bulgaria,1,Marruecos,1
15-Jun-1974,"1ra Ronda, Grupo 3",Bulgaria,0,Suecia,0
19-Jun-1974,"1ra Ronda, Grupo 3",Bulgaria,1,Uruguay,1
23-Jun-1974,"1ra Ronda, Grupo 3",Bulgaria,1,Holanda,4
31-May-1986,"1ra Ronda, Grupo A",Bulgaria,1,Italia,1
05-Jun-1986,"1ra Ronda, Grupo A",Bulgaria,1,Corea del Sur,1
10-Jun-1986,"1ra Ronda, Grupo A",Bulgaria,0,Argentina,2
15-Jun-1986,Octavos,Bulgaria,0,México,2
21-Jun-1994,"1ra Ronda, Grupo D",Bulgaria,0,Nigeria,3
26-Jun-1994,"1ra Ronda, Grupo D",Bulgaria,4,Grecia,0
30-Jun-1994,"1ra Ronda, Grupo D",Bulgaria,2,Argentina,0
05-Jul-1994,Octavos,Bulgaria,1,México,1
10-Jul-1994,Cuartos,Bulgaria,2,Alemania,1
13-Jul-1994,Semis,Bulgaria,1,Italia,2
16-Jul-1994,3er Puesto,Bulgaria,0,Suecia,4
12-Jun-1998,"1ra Ronda, Grupo D",Bulgaria,0,Paraguay,0
19-Jun-1998,"1ra Ronda, Grupo D",Bulgaria,0,Nigeria,1
24-Jun-1998,"1ra Ronda, Grupo D",Bulgaria,1,España,6
15-Jun-1982,"1ra Ronda, Grupo A",Camerún,0,Perú,0
19-Jun-1982,"1ra Ronda, Grupo A",Camerún,0,Polonia,0
23-Jun-1982,"1ra Ronda, Grupo A",Camerún,1,Italia,1
08-Jun-1990,"1ra Ronda, Grupo B",Camerún,1,Argentina,0
14-Jun-1990,"1ra Ronda, Grupo B",Camerún,2,Rumania,1
18-Jun-1990,"1ra Ronda, Grupo B",Camerún,0,URSS,4
23-Jun-1990,Octavos,Camerún,2,Colombia,1
01-Jul-1990,Cuartos,Camerún,2,Inglaterra,3
19-Jun-1994,"1ra Ronda, Grupo B",Camerún,2,Suecia,2
24-Jun-1994,"1ra Ronda, Grupo B",Camerún,0,Brasil,3
28-Jun-1994,"1ra Ronda, Grupo B",Camerún,1,Rusia,6
11-Jun-1998,"1ra Ronda, Grupo B",Camerún,1,Austria,1
17-Jun-1998,"1ra Ronda, Grupo B",Camerún,0,Italia,3
23-Jun-1998,"1ra Ronda, Grupo B",Camerún,1,Chile,1
01-Jun-2002,"1ra Ronda, Grupo E",Camerún,1,Irlanda,1
06-Jun-2002,"1ra Ronda, Grupo E",Camerún,1,Arabia Saudita,0
11-Jun-2002,"1ra Ronda, Grupo E",Camerún,0,Alemania,2
14-Jun-2010,"1ra Ronda, Grupo E",Camerún,0,Japón,1
19-Jun-2010,"1ra Ronda, Grupo E",Camerún,1,Dinamarca,2
24-Jun-2010,"1ra Ronda, Grupo E",Camerún,1,Holanda,2
13-Jun-2014,"1ra Ronda, Grupo A",Camerún,0,México,1
18-Jun-2014,"1ra Ronda, Grupo A",Camerún,0,Croacia,4
23-Jun-2014,"1ra Ronda, Grupo A",Camerún,1,Brasil,4
24-Nov-2022,"1ra Ronda, Grupo G",Camerún,0,Suiza,1
28-Nov-2022,"1ra Ronda, Grupo G",Camerún,3,Serbia,3
02-Dec-2022,"1ra Ronda, Grupo G",Camerún,1,Brasil,0
01-Jun-1986,"1ra Ronda, Grupo C",Canadá,0,Francia,1
06-Jun-1986,"1ra Ronda, Grupo C",Canadá,0,Hungría,2
09-Jun-1986,"1ra Ronda, Grupo C",Canadá,0,URSS,2
23-Nov-2022,"1ra Ronda, Grupo F",Canadá,0,Bélgica,1
27-Nov-2022,"1ra Ronda, Grupo F",Canadá,1,Croacia,4
01-Dec-2022,"1ra Ronda, Grupo F",Canadá,1,Marruecos,2
20-Nov-2022,"1ra Ronda, Grupo A",Catar,0,Ecuador,2
25-Nov-2022,"1ra Ronda, Grupo A",Catar,1,Senegal,3
29-Nov-2022,"1ra Ronda, Grupo A",Catar,0,Holanda,2
16-Jul-1930,"1ra Ronda, Grupo 1",Chile,3,México,0
19-Jul-1930,"1ra Ronda, Grupo 1",Chile,1,Francia,0
22-Jul-1930,"1ra Ronda, Grupo 1",Chile,1,Argentina,3
25-Jun-1950,"1ra Ronda, Grupo 2",Chile,0,Inglaterra,2
29-Jun-1950,"1ra Ronda, Grupo 2",Chile,0,España,2
02-Jul-1950,"1ra Ronda, Grupo 2",Chile,5,Estados Unidos,2
30-May-1962,"1ra Ronda, Grupo 2",Chile,3,Suiza,1
02-Jun-1962,"1ra Ronda, Grupo 2",Chile,2,Italia,0
06-Jun-1962,"1ra Ronda, Grupo 2",Chile,0,Alemania Occidental,2
10-Jun-1962,Cuartos,Chile,2,URSS,1
13-Jun-1962,Semis,Chile,2,Brasil,4
16-Jun-1962,3er Puesto,Chile,1,Yugoslavia,0
13-Jul-1966,"1ra Ronda, Grupo 4",Chile,0,Italia,2
15-Jul-1966,"1ra Ronda, Grupo 4",Chile,1,Corea del Norte,1
20-Jul-1966,"1ra Ronda, Grupo 4",Chile,1,URSS,2
14-Jun-1974,"1ra Ronda, Grupo 1",Chile,0,Alemania Occidental,1
18-Jun-1974,"1ra Ronda, Grupo 1",Chile,1,Alemania Oriental,1
22-Jun-1974,"1ra Ronda, Grupo 1",Chile,0,Australia,0
17-Jun-1982,"1ra Ronda, Grupo B",Chile,0,Austria,1
20-Jun-1982,"1ra Ronda, Grupo B",Chile,1,Alemania Occidental,4
24-Jun-1982,"1ra Ronda, Grupo B",Chile,2,Argelia,3
11-Jun-1998,"1ra Ronda, Grupo B",Chile,2,Italia,2
17-Jun-1998,"1ra Ronda, Grupo B",Chile,1,Austria,1
23-Jun-1998,"1ra Ronda, Grupo B",Chile,1,Camerún,1
27-Jun-1998,Octavos,Chile,1,Brasil,4
16-Jun-2010,"1ra Ronda, Grupo H",Chile,1,Honduras,0
21-Jun-2010,"1ra Ronda, Grupo H",Chile,1,Suiza,0
25-Jun-2010,"1ra Ronda, Grupo H",Chile,1,España,2
28-Jun-2010,Octavos,Chile,0,Brasil,3
13-Jun-2014,"1ra Ronda, Grupo B",Chile,3,Australia,1
18-Jun-2014,"1ra Ronda, Grupo B",Chile,2,España,0
23-Jun-2014,"1ra Ronda, Grupo B",Chile,0,Holanda,2
28-Jun-2014,Octavos,Chile,1,Brasil,1
04-Jun-2002,"1ra Ronda, Grupo C",China,0,Costa Rica,2
08-Jun-2002,"1ra Ronda, Grupo C",China,0,Brasil,4
13-Jun-2002,"1ra Ronda, Grupo C",China,0,Turquía,3
30-May-1962,"1ra Ronda, Grupo 1",Colombia,1,Uruguay,2
03-Jun-1962,"1ra Ronda, Grupo 1",Colombia,4,URSS,4
07-Jun-1962,"1ra Ronda, Grupo 1",Colombia,0,Yugoslavia,5
09-Jun-1990,"1ra Ronda, Grupo D",Colombia,2,Emiratos Arabes,0
14-Jun-1990,"1ra Ronda, Grupo D",Colombia,0,Yugoslavia,1
19-Jun-1990,"1ra Ronda, Grupo D",Colombia,1,Alemania Occidental,1
23-Jun-1990,Octavos,Colombia,1,Camerún,2
18-Jun-1994,"1ra Ronda, Grupo A",Colombia,1,Rumania,3
22-Jun-1994,"1ra Ronda, Grupo A",Colombia,1,Estados Unidos,2
26-Jun-1994,"1ra Ronda, Grupo A",Colombia,2,Suiza,0
15-Jun-1998,"1ra Ronda, Grupo G",Colombia,0,Rumania,1
22-Jun-1998,"1ra Ronda, Grupo G",Colombia,1,Túnez,0
26-Jun-1998,"1ra Ronda, Grupo G",Colombia,0,Inglaterra,2
14-Jun-2014,"1ra Ronda, Grupo C",Colombia,3,Grecia,0
19-Jun-2014,"1ra Ronda, Grupo C",Colombia,2,Costa de Marfil,1
24-Jun-2014,"1ra Ronda, Grupo C",Colombia,4,Japón,1
28-Jun-2014,Octavos,Colombia,2,Uruguay,0
04-Jul-2014,Cuartos,Colombia,1,Brasil,2
19-Jun-2018,"1ra Ronda, Grupo H",Colombia,1,Japón,2
24-Jun-2018,"1ra Ronda, Grupo H",Colombia,3,Polonia,0
28-Jun-2018,"1ra Ronda, Grupo H",Colombia,1,Senegal,0
03-Jul-2018,Octavos,Colombia,1,Inglaterra,1
12-Jul-1966,"1ra Ronda, Grupo 4",Corea del Norte,0,URSS,3
15-Jul-1966,"1ra Ronda, Grupo 4",Corea del Norte,1,Chile,1
19-Jul-1966,"1ra Ronda, Grupo 4",Corea del Norte,1,Italia,0
23-Jul-1966,Cuartos,Corea del Norte,3,Portugal,5
15-Jun-2010,"1ra Ronda, Grupo G",Corea del Norte,1,Brasil,2
21-Jun-2010,"1ra Ronda, Grupo G",Corea del Norte,0,Portugal,7
25-Jun-2010,"1ra Ronda, Grupo G",Corea del Norte,0,Costa de Marfil,3
17-Jun-1954,"1ra Ronda, Grupo 2",Corea del Sur,0,Hungría,9
20-Jun-1954,"1ra Ronda, Grupo 2",Corea del Sur,0,Turquía,7
02-Jun-1986,"1ra Ronda, Grupo A",Corea del Sur,1,Argentina,3
05-Jun-1986,"1ra Ronda, Grupo A",Corea del Sur,1,Bulgaria,1
10-Jun-1986,"1ra Ronda, Grupo A",Corea del Sur,2,Italia,3
12-Jun-1990,"1ra Ronda, Grupo E",Corea del Sur,0,Bélgica,2
17-Jun-1990,"1ra Ronda, Grupo E",Corea del Sur,1,España,3
21-Jun-1990,"1ra Ronda, Grupo E",Corea del Sur,0,Uruguay,1
17-Jun-1994,"1ra Ronda, Grupo C",Corea del Sur,2,España,2
23-Jun-1994,"1ra Ronda, Grupo C",Corea del Sur,0,Bolivia,0
27-Jun-1994,"1ra Ronda, Grupo C",Corea del Sur,2,Alemania,3
13-Jun-1998,"1ra Ronda, Grupo E",Corea del Sur,1,México,3
20-Jun-1998,"1ra Ronda, Grupo E",Corea del Sur,0,Holanda,5
25-Jun-1998,"1ra Ronda, Grupo E",Corea del Sur,1,Bélgica,1
04-Jun-2002,"1ra Ronda, Grupo D",Corea del Sur,2,Polonia,0
10-Jun-2002,"1ra Ronda, Grupo D",Corea del Sur,1,Estados Unidos,1
14-Jun-2002,"1ra Ronda, Grupo D",Corea del Sur,1,Portugal,0
18-Jun-2002,Octavos,Corea del Sur,2,Italia,1
22-Jun-2002,Cuartos,Corea del Sur,0,España,0
25-Jun-2002,Semis,Corea del Sur,0,Alemania,1
29-Jun-2002,3er Puesto,Corea del Sur,2,Turquía,3
13-Jun-2006,"1ra Ronda, Grupo G",Corea del Sur,2,Togo,1
18-Jun-2006,"1ra Ronda, Grupo G",Corea del Sur,1,Francia,1
23-Jun-2006,"1ra Ronda, Grupo G",Corea del Sur,0,Suiza,2
12-Jun-2010,"1ra Ronda, Grupo B",Corea del Sur,2,Grecia,0
17-Jun-2010,"1ra Ronda, Grupo B",Corea del Sur,1,Argentina,4
22-Jun-2010,"1ra Ronda, Grupo B",Corea del Sur,2,Nigeria,2
26-Jun-2010,Octavos,Corea del Sur,1,Uruguay,2
17-Jun-2014,"1ra Ronda, Grupo H",Corea del Sur,1,Rusia,1
22-Jun-2014,"1ra Ronda, Grupo H",Corea del Sur,2,Argelia,4
26-Jun-2014,"1ra Ronda, Grupo H",Corea del Sur,0,Bélgica,1
18-Jun-2018,"1ra Ronda, Grupo F",Corea del Sur,0,Suecia,1
23-Jun-2018,"1ra Ronda, Grupo F",Corea del Sur,1,México,2
27-Jun-2018,"1ra Ronda, Grupo F",Corea del Sur,2,Alemania,0
24-Nov-2022,"1ra Ronda, Grupo H",Corea del Sur,0,Uruguay,0
28-Nov-2022,"1ra Ronda, Grupo H",Corea del Sur,2,Ghana,3
02-Dec-2022,"1ra Ronda, Grupo H",Corea del Sur,2,Portugal,1
05-Dec-2022,Octavos,Corea del Sur,1,Brasil,4
10-Jun-2006,"1ra Ronda, Grupo C",Costa de Marfil,1,Argentina,2
16-Jun-2006,"1ra Ronda, Grupo C",Costa de Marfil,1,Holanda,2
21-Jun-2006,"1ra Ronda, Grupo C",Costa de Marfil,3,Serbia y Montenegro,2
15-Jun-2010,"1ra Ronda, Grupo G",Costa de Marfil,0,Portugal,0
20-Jun-2010,"1ra Ronda, Grupo G",Costa de Marfil,1,Brasil,3
25-Jun-2010,"1ra Ronda, Grupo G",Costa de Marfil,3,Corea del Norte,0
14-Jun-2014,"1ra Ronda, Grupo C",Costa de Marfil,2,Japón,1
19-Jun-2014,"1ra Ronda, Grupo C",Costa de Marfil,1,Colombia,2
24-Jun-2014,"1ra Ronda, Grupo C",Costa de Marfil,1,Grecia,2
11-Jun-1990,"1ra Ronda, Grupo C",Costa Rica,1,Escocia,0
16-Jun-1990,"1ra Ronda, Grupo C",Costa Rica,0,Brasil,1
20-Jun-1990,"1ra Ronda, Grupo C",Costa Rica,2,Suecia,1
23-Jun-1990,Octavos,Costa Rica,1,Checoslovaquia,4
04-Jun-2002,"1ra Ronda, Grupo C",Costa Rica,2,China,0
09-Jun-2002,"1ra Ronda, Grupo C",Costa Rica,1,Turquía,1
13-Jun-2002,"1ra Ronda, Grupo C",Costa Rica,2,Brasil,5
09-Jun-2006,"1ra Ronda, Grupo A",Costa Rica,2,Alemania,4
15-Jun-2006,"1ra Ronda, Grupo A",Costa Rica,0,Ecuador,3
20-Jun-2006,"1ra Ronda, Grupo A",Costa Rica,1,Polonia,2
14-Jun-2014,"1ra Ronda, Grupo D",Costa Rica,3,Uruguay,1
20-Jun-2014,"1ra Ronda, Grupo D",Costa Rica,1,Italia,0
24-Jun-2014,"1ra Ronda, Grupo D",Costa Rica,0,Inglaterra,0
29-Jun-2014,Octavos,Costa Rica,1,Grecia,1
05-Jul-2014,Cuartos,Costa Rica,0,Holanda,0
17-Jun-2018,"1ra Ronda, Grupo E",Costa Rica,0,Serbia,1
22-Jun-2018,"1ra Ronda, Grupo E",Costa Rica,0,Brasil,2
27-Jun-2018,"1ra Ronda, Grupo E",Costa Rica,2,Suiza,2
23-Nov-2022,"1ra Ronda, Grupo E",Costa Rica,0,España,7
27-Nov-2022,"1ra Ronda, Grupo E",Costa Rica,1,Japón,0
01-Dec-2022,"1ra Ronda, Grupo E",Costa Rica,2,Alemania,4
14-Jun-1998,"1ra Ronda, Grupo H",Croacia,3,Jamaica,1
20-Jun-1998,"1ra Ronda, Grupo H",Croacia,1,Japón,0
26-Jun-1998,"1ra Ronda, Grupo H",Croacia,0,Argentina,1
30-Jun-1998,Octavos,Croacia,1,Rumania,0
04-Jul-1998,Cuartos,Croacia,3,Alemania,0
08-Jul-1998,Semis,Croacia,1,Francia,2
11-Jul-1998,3er Puesto,Croacia,2,Holanda,1
03-Jun-2002,"1ra Ronda, Grupo G",Croacia,0,México,1
08-Jun-2002,"1ra Ronda, Grupo G",Croacia,2,Italia,1
13-Jun-2002,"1ra Ronda, Grupo G",Croacia,0,Ecuador,1
13-Jun-2006,"1ra Ronda, Grupo F",Croacia,0,Brasil,1
18-Jun-2006,"1ra Ronda, Grupo F",Croacia,0,Japón,0
22-Jun-2006,"1ra Ronda, Grupo F",Croacia,2,Australia,2
12-Jun-2014,"1ra Ronda, Grupo A",Croacia,1,Brasil,3
18-Jun-2014,"1ra Ronda, Grupo A",Croacia,4,Camerún,0
23-Jun-2014,"1ra Ronda, Grupo A",Croacia,1,México,3
16-Jun-2018,"1ra Ronda, Grupo D",Croacia,2,Nigeria,0
21-Jun-2018,"1ra Ronda, Grupo D",Croacia,3,Argentina,0
26-Jun-2018,"1ra Ronda, Grupo D",Croacia,2,Islandia,1
01-Jul-2018,Octavos,Croacia,1,Dinamarca,1
07-Jul-2018,Cuartos,Croacia,2,Rusia,2
11-Jul-2018,Semis,Croacia,2,Inglaterra,1
15-Jul-2018,Final,Croacia,2,Francia,4
23-Nov-2022,"1ra Ronda, Grupo F",Croacia,0,Marruecos,0
27-Nov-2022,"1ra Ronda, Grupo F",Croacia,4,Canadá,1
01-Dec-2022,"1ra Ronda, Grupo F",Croacia,0,Bélgica,0
05-Dec-2022,Octavos,Croacia,1,Japón,1
09-Dec-2022,Cuartos,Croacia,1,Brasil,1
13-Dec-2022,Semis,Croacia,0,Argentina,3
17-Dec-2022,3er Puesto,Croacia,2,Marruecos,1
05-Jun-1938,Octavos,Cuba,3,Rumania,3
09-Jun-1938,Octavos,Cuba,2,Rumania,1
12-Jun-1938,Cuartos,Cuba,0,Suecia,8
04-Jun-1986,"1ra Ronda, Grupo E",Dinamarca,1,Escocia,0
08-Jun-1986,"1ra Ronda, Grupo E",Dinamarca,6,Uruguay,1
13-Jun-1986,"1ra Ronda, Grupo E",Dinamarca,2,Alemania Occidental,0
18-Jun-1986,Octavos,Dinamarca,1,España,5
12-Jun-1998,"1ra Ronda, Grupo C",Dinamarca,1,Arabia Saudita,0
18-Jun-1998,"1ra Ronda, Grupo C",Dinamarca,1,Sudáfrica,1
24-Jun-1998,"1ra Ronda, Grupo C",Dinamarca,1,Francia,2
28-Jun-1998,Octavos,Dinamarca,4,Nigeria,1
03-Jul-1998,Cuartos,Dinamarca,2,Brasil,3
01-Jun-2002,"1ra Ronda, Grupo A",Dinamarca,2,Uruguay,1
06-Jun-2002,"1ra Ronda, Grupo A",Dinamarca,1,Senegal,1
11-Jun-2002,"1ra Ronda, Grupo A",Dinamarca,2,Francia,0
15-Jun-2002,Octavos,Dinamarca,0,Inglaterra,3
14-Jun-2010,"1ra Ronda, Grupo E",Dinamarca,0,Holanda,2
19-Jun-2010,"1ra Ronda, Grupo E",Dinamarca,2,Camerún,1
24-Jun-2010,"1ra Ronda, Grupo E",Dinamarca,1,Japón,3
16-Jun-2018,"1ra Ronda, Grupo C",Dinamarca,1,Perú,0
21-Jun-2018,"1ra Ronda, Grupo C",Dinamarca,1,Australia,1
26-Jun-2018,"1ra Ronda, Grupo C",Dinamarca,0,Francia,0
01-Jul-2018,Octavos,Dinamarca,1,Croacia,1
22-Nov-2022,"1ra Ronda, Grupo D",Dinamarca,0,Túnez,0
26-Nov-2022,"1ra Ronda, Grupo D",Dinamarca,1,Francia,2
30-Nov-2022,"1ra Ronda, Grupo D",Dinamarca,0,Australia,1
03-Jun-2002,"1ra Ronda, Grupo G",Ecuador,0,Italia,2
09-Jun-2002,"1ra Ronda, Grupo G",Ecuador,1,México,2
13-Jun-2002,"1ra Ronda, Grupo G",Ecuador,1,Croacia,0
09-Jun-2006,"1ra Ronda, Grupo A",Ecuador,2,Polonia,0
15-Jun-2006,"1ra Ronda, Grupo A",Ecuador,3,Costa Rica,0
20-Jun-2006,"1ra Ronda, Grupo A",Ecuador,0,Alemania,3
25-Jun-2006,Octavos,Ecuador,0,Inglaterra,1
15-Jun-2014,"1ra Ronda, Grupo E",Ecuador,1,Suiza,2
20-Jun-2014,"1ra Ronda, Grupo E",Ecuador,2,Honduras,1
25-Jun-2014,"1ra Ronda, Grupo E",Ecuador,0,Francia,0
20-Nov-2022,"1ra Ronda, Grupo A",Ecuador,2,Catar,0
25-Nov-2022,"1ra Ronda, Grupo A",Ecuador,1,Holanda,1
29-Nov-2022,"1ra Ronda, Grupo A",Ecuador,1,Senegal,2
27-May-1934,Octavos,Egipto,2,Hungría,4
12-Jun-1990,"1ra Ronda, Grupo F",Egipto,1,Holanda,1
17-Jun-1990,"1ra Ronda, Grupo F",Egipto,0,Irlanda,0
21-Jun-1990,"1ra Ronda, Grupo F",Egipto,0,Inglaterra,1
15-Jun-2018,"1ra Ronda, Grupo A",Egipto,0,Uruguay,1
19-Jun-2018,"1ra Ronda, Grupo A",Egipto,1,Rusia,3
25-Jun-2018,"1ra Ronda, Grupo A",Egipto,1,Arabia Saudita,2
03-Jun-1970,"1ra Ronda, Grupo 1",El Salvador,0,Bélgica,3
07-Jun-1970,"1ra Ronda, Grupo 1",El Salvador,0,México,4
10-Jun-1970,"1ra Ronda, Grupo 1",El Salvador,0,URSS,2
15-Jun-1982,"1ra Ronda, Grupo C",El Salvador,1,Hungría,10
19-Jun-1982,"1ra Ronda, Grupo C",El Salvador,0,Bélgica,1
23-Jun-1982,"1ra Ronda, Grupo C",El Salvador,0,Argentina,2
09-Jun-1990,"1ra Ronda, Grupo D",Emiratos Arabes,0,Colombia,2
15-Jun-1990,"1ra Ronda, Grupo D",Emiratos Arabes,1,Alemania Occidental,5
19-Jun-1990,"1ra Ronda, Grupo D",Emiratos Arabes,1,Yugoslavia,4
16-Jun-1954,"1ra Ronda, Grupo 3",Escocia,0,Austria,1
19-Jun-1954,"1ra Ronda, Grupo 3",Escocia,0,Uruguay,7
08-Jun-1958,"1ra Ronda, Grupo 2",Escocia,1,Yugoslavia,1
11-Jun-1958,"1ra Ronda, Grupo 2",Escocia,2,Paraguay,3
15-Jun-1958,"1ra Ronda, Grupo 2",Escocia,1,Francia,2
14-Jun-1974,"1ra Ronda, Grupo 2",Escocia,2,Zaire,0
18-Jun-1974,"1ra Ronda, Grupo 2",Escocia,0,Brasil,0
22-Jun-1974,"1ra Ronda, Grupo 2",Escocia,1,Yugoslavia,1
03-Jun-1978,"1ra Ronda, Grupo 4",Escocia,1,Perú,3
07-Jun-1978,"1ra Ronda, Grupo 4",Escocia,1,Irán,1
11-Jun-1978,"1ra Ronda, Grupo 4",Escocia,3,Holanda,2
15-Jun-1982,"1ra Ronda, Grupo F",Escocia,5,Nueva Zelanda,2
18-Jun-1982,"1ra Ronda, Grupo F",Escocia,1,Brasil,4
22-Jun-1982,"1ra Ronda, Grupo F",Escocia,2,URSS,2
04-Jun-1986,"1ra Ronda, Grupo E",Escocia,0,Dinamarca,1
08-Jun-1986,"1ra Ronda, Grupo E",Escocia,1,Alemania Occidental,2
13-Jun-1986,"1ra Ronda, Grupo E",Escocia,0,Uruguay,0
11-Jun-1990,"1ra Ronda, Grupo C",Escocia,0,Costa Rica,1
